,DOI,link
5656,10_24917&20837275_9_2_9,https://doi.org/10.24917/20837275.9.2.9
5657,10_3390&nu12071987,https://doi.org/10.3390/nu12071987
5658,10_1002&mp_14186,https://doi.org/10.1002/mp.14186
5659,10_3390&jcm10061202,https://doi.org/10.3390/jcm10061202
5660,10_7592&Tertium2020_5_2_Liber,https://doi.org/10.7592/Tertium2020.5.2.Liber
5661,10_3390&ijms22126310,https://doi.org/10.3390/ijms22126310
5662,10_1186&s12885-021-08137-4,https://doi.org/10.1186/s12885-021-08137-4
5663,10_1038&s41598-020-79565-8,https://doi.org/10.1038/s41598-020-79565-8
5664,10_1038&s41598-021-97505-y,https://doi.org/10.1038/s41598-021-97505-y
5665,10_5114&hpr_2017_65453,https://doi.org/10.5114/hpr.2017.65453
5666,10_1080&13617672_2020_1851555,https://doi.org/10.1080/13617672.2020.1851555
5667,10_1007&s10943-016-0334-4,https://doi.org/10.1007/s10943-016-0334-4
5668,10_1007&s10943-021-01350-2,https://doi.org/10.1007/s10943-021-01350-2
5669,10_1007&s10943-020-01005-8,https://doi.org/10.1007/s10943-020-01005-8
5670,10_3409&fb65_1_09,https://doi.org/10.3409/fb65.1.09
5671,10_3390&ani10030474,https://doi.org/10.3390/ani10030474
5672,10_3390&genes11050579,https://doi.org/10.3390/genes11050579
5673,10_1111&jpn_13404,https://doi.org/10.1111/jpn.13404
5674,10_3390&genes11040372,https://doi.org/10.3390/genes11040372
5675,10_3390&genes12050685,https://doi.org/10.3390/genes12050685
5676,10_5114&dr_2021_108613,https://doi.org/10.5114/dr.2021.108613
5677,10_5114&dr_2021_110805,https://doi.org/10.5114/dr.2021.110805
5678,10_3389&fcvm_2021_757032,https://doi.org/10.3389/fcvm.2021.757032
5679,10_1093&af&vfab063,https://doi.org/10.1093/af/vfab063
5680,10_1038&s41598-021-94435-7,https://doi.org/10.1038/s41598-021-94435-7
5681,10_5603&pjnns_a2019_0018,https://doi.org/10.5603/pjnns.a2019.0018
5682,10_20452&pamw_3995,https://doi.org/10.20452/pamw.3995
5683,10_1016&j_pjnns_2017_05_004,https://doi.org/10.1016/j.pjnns.2017.05.004
5684,10_5004&dwt_2018_22872,https://doi.org/10.5004/dwt.2018.22872
5685,10_1038&s41467-019-13748-4,https://doi.org/10.1038/s41467-019-13748-4
5686,10_15199&62_2018_12_17,https://doi.org/10.15199/62.2018.12.17
5687,10_1111&icad_12440,https://doi.org/10.1111/icad.12440
5688,10_5603&PJNNS_a2021_0031,https://doi.org/10.5603/PJNNS.a2021.0031
5689,10_2174&1567205017666201109095657,https://doi.org/10.2174/1567205017666201109095657
5690,10_1016&j_apcata_2021_118051,https://doi.org/10.1016/j.apcata.2021.118051
5691,10_3390&molecules26092737,https://doi.org/10.3390/molecules26092737
5692,10_1016&s0140-6736(19)31192-4,https://doi.org/10.1016/s0140-6736(19)31192-4
5693,10_1161&strokeaha_118_024582,https://doi.org/10.1161/strokeaha.118.024582
5694,10_1364&OL_392216,https://doi.org/10.1364/OL.392216
5695,10_5603&PJNNS_A2021_0037,https://doi.org/10.5603/PJNNS.A2021.0037
5696,10_33963&KP_15990,https://doi.org/10.33963/KP.15990
5697,10_34938&AK9R-GW32,https://doi.org/10.34938/AK9R-GW32
5698,10_33963&KP_15163,https://doi.org/10.33963/KP.15163
5699,10_1038&s41598-020-74569-w,https://doi.org/10.1038/s41598-020-74569-w
5700,10_24425&amm_2021_134769,https://doi.org/10.24425/amm.2021.134769
5701,10_1038&s41598-021-94435-7,https://doi.org/10.1038/s41598-021-94435-7
5702,10_1016&j_cogsys_2017_10_001,https://doi.org/10.1016/j.cogsys.2017.10.001
5703,10_17951&j_2018_31_4_197-217,https://doi.org/10.17951/j.2018.31.4.197-217
5704,10_3791&58225,https://doi.org/10.3791/58225
5705,10_1108&JMHTEP-12-2019-0066,https://doi.org/10.1108/JMHTEP-12-2019-0066
5706,10_3390&ijms22115588,https://doi.org/10.3390/ijms22115588
5707,10_1007&s10879-020-09484-2,https://doi.org/10.1007/s10879-020-09484-2
5708,10_13075&ijomeh_1896_01134,https://doi.org/10.13075/ijomeh.1896.01134
5709,10_1186&s13063-019-3401-9,https://doi.org/10.1186/s13063-019-3401-9
5710,10_1080&10615806_2017_1329932,https://doi.org/10.1080/10615806.2017.1329932
5711,10_2196&21445,https://doi.org/10.2196/21445
5712,10_32872&SPB_3643,https://doi.org/10.32872/SPB.3643
5713,10_1016&J_INVENT_2020_100331,https://doi.org/10.1016/J.INVENT.2020.100331
5714,10_1177&1948550620942708,https://doi.org/10.1177/1948550620942708
5715,10_34766&fetr_v46i2_842,https://doi.org/10.34766/fetr.v46i2.842
5716,10_18794&aams&137951,https://doi.org/10.18794/aams/137951
5717,10_26881&pwe_2018_42_05,https://doi.org/10.26881/pwe.2018.42.05
5718,10_5604&01_3001_0010_5503,https://doi.org/10.5604/01.3001.0010.5503
5719,10_14656&pfp20170107,https://doi.org/10.14656/pfp20170107
5720,10_14691&cppj_23_1_97,https://doi.org/10.14691/cppj.23.1.97
5721,10_24425&nauka_2019_126183,https://doi.org/10.24425/nauka.2019.126183
5722,10_14746&cis_2021_51_2,https://doi.org/10.14746/cis.2021.51.2
5723,10_7554&eLife_60060,https://doi.org/10.7554/eLife.60060
5724,10_15678&PJOEP_2017_12_04,https://doi.org/10.15678/PJOEP.2017.12.04
5725,10_3389&FPSYG_2020_582720,https://doi.org/10.3389/FPSYG.2020.582720
5726,10_7206&DEC_1733-0092_139,https://doi.org/10.7206/DEC.1733-0092.139
5727,10_1016&J_INTELL_2020_101452,https://doi.org/10.1016/J.INTELL.2020.101452
5728,10_1002&IJOP_12566,https://doi.org/10.1002/IJOP.12566
5729,10_1017&SJP_2019_16,https://doi.org/10.1017/SJP.2019.16
5730,10_1002&BDM_2132,https://doi.org/10.1002/BDM.2132
5731,10_1037&XAP0000207,https://doi.org/10.1037/XAP0000207
5732,10_15678&PJOEP_2018_13_04,https://doi.org/10.15678/PJOEP.2018.13.04
5733,10_24425&ppb_2021_139164,https://doi.org/10.24425/ppb.2021.139164
5734,10_1080&10428194_2018_1466293,https://doi.org/10.1080/10428194.2018.1466293
5735,10_1016&j_paid_2018_05_039,https://doi.org/10.1016/j.paid.2018.05.039
5736,10_1080&10720537_2018_1524318,https://doi.org/10.1080/10720537.2018.1524318
5737,10_1080&13548506_2019_1574359,https://doi.org/10.1080/13548506.2019.1574359
5738,10_20883&jms_325,https://doi.org/10.20883/jms.325
5739,10_3389&fpsyg_2018_02078,https://doi.org/10.3389/fpsyg.2018.02078
5740,10_1038&s41375-019-0452-6,https://doi.org/10.1038/s41375-019-0452-6
5741,10_1007&5584_2018_274,https://doi.org/10.1007/5584.2018.274
5742,10_5114&ceji_2019_89608,https://doi.org/10.5114/ceji.2019.89608
5743,10_5114&ceji_2018_80043,https://doi.org/10.5114/ceji.2018.80043
5744,10_1177&0961463x16678257,https://doi.org/10.1177/0961463x16678257
5745,10_1016&j_physletb_2019_135183,https://doi.org/10.1016/j.physletb.2019.135183
5746,10_1016&j_physletb_2019_135048,https://doi.org/10.1016/j.physletb.2019.135048
5747,10_1016&j_physletb_2019_135087,https://doi.org/10.1016/j.physletb.2019.135087
5748,10_1140&epjc&s10052-019-7451-7,https://doi.org/10.1140/epjc/s10052-019-7451-7
5749,10_1103&physrevd_100_112003,https://doi.org/10.1103/physrevd.100.112003
5750,10_1103&physrevlett_123_241801,https://doi.org/10.1103/physrevlett.123.241801
5751,10_1007&jhep10(2019)139,https://doi.org/10.1007/jhep10(2019)139
5752,10_1103&physrevd_100_072001,https://doi.org/10.1103/physrevd.100.072001
5753,10_1103&physrevlett_123_131802,https://doi.org/10.1103/physrevlett.123.131802
5754,10_1016&j_physletb_2019_135042,https://doi.org/10.1016/j.physletb.2019.135042
5755,10_1103&physrevd_100_072002,https://doi.org/10.1103/physrevd.100.072002
5756,10_1016&j_physletb_2019_134811,https://doi.org/10.1016/j.physletb.2019.134811
5757,10_1007&jhep11(2019)082,https://doi.org/10.1007/jhep11(2019)082
5758,10_1103&physrevc_100_044902,https://doi.org/10.1103/physrevc.100.044902
5759,10_1016&j_physletb_2019_135049,https://doi.org/10.1016/j.physletb.2019.135049
5760,10_1103&physrevc_100_064908,https://doi.org/10.1103/physrevc.100.064908
5761,10_1007&jhep12(2019)059,https://doi.org/10.1007/jhep12(2019)059
5762,10_1007&jhep12(2019)100,https://doi.org/10.1007/jhep12(2019)100
5763,10_1007&jhep12(2019)062,https://doi.org/10.1007/jhep12(2019)062
5764,10_1140&epjc&s10052-019-7493-x,https://doi.org/10.1140/epjc/s10052-019-7493-x
5765,10_1140&epjc&s10052-019-7499-4,https://doi.org/10.1140/epjc/s10052-019-7499-4
5766,10_1016&j_physletb_2019_134992,https://doi.org/10.1016/j.physletb.2019.134992
5767,10_1016&j_physletb_2019_134985,https://doi.org/10.1016/j.physletb.2019.134985
5768,10_1007&jhep11(2019)109,https://doi.org/10.1007/jhep11(2019)109
5769,10_1103&physrevd_100_112007,https://doi.org/10.1103/physrevd.100.112007
5770,10_1140&epjc&s10052-019-7276-4,https://doi.org/10.1140/epjc/s10052-019-7276-4
5771,10_1103&physrevlett_123_231803,https://doi.org/10.1103/physrevlett.123.231803
5772,10_1007&jhep10(2019)125,https://doi.org/10.1007/jhep10(2019)125
5773,10_1103&physrevd_100_112002,https://doi.org/10.1103/physrevd.100.112002
5774,10_1140&epjc&s10052-019-7402-3,https://doi.org/10.1140/epjc/s10052-019-7402-3
5775,10_1103&physrevd_100_072007,https://doi.org/10.1103/physrevd.100.072007
5776,10_1140&epjc&s10052-019-7387-y,https://doi.org/10.1140/epjc/s10052-019-7387-y
5777,10_1016&j_physletb_2019_134952,https://doi.org/10.1016/j.physletb.2019.134952
5778,10_1007&jhep10(2019)244,https://doi.org/10.1007/jhep10(2019)244
5779,10_1007&jhep12(2019)061,https://doi.org/10.1007/jhep12(2019)061
5780,10_1111&aos_13972_514,https://doi.org/10.1111/aos.13972.514
5781,10_1177&1363461520949673,https://doi.org/10.1177/1363461520949673
5782,10_1016&j_socscimed_2020_113408,https://doi.org/10.1016/j.socscimed.2020.113408
5783,10_1027&1015-5759&a000603,https://doi.org/10.1027/1015-5759/a000603
5784,10_1080&10720537_2019_1632760,https://doi.org/10.1080/10720537.2019.1632760
5785,10_5604&01_3001_0014_0226,https://doi.org/10.5604/01.3001.0014.0226
5786,10_3390&polym10030242,https://doi.org/10.3390/polym10030242
5787,10_1037&hea0000864,https://doi.org/10.1037/hea0000864
5788,10_1016&j_paid_2021_110665,https://doi.org/10.1016/j.paid.2021.110665
5789,10_25083&rbl&25_2&1448_1455,https://doi.org/10.25083/rbl/25.2/1448.1455
5790,10_3390&ijms221910807,https://doi.org/10.3390/ijms221910807
5791,10_3390&ijms22137104,https://doi.org/10.3390/ijms22137104
5792,10_3390&pharmaceutics13122110,https://doi.org/10.3390/pharmaceutics13122110
5793,10_15557&PIMR_2021_0036,https://doi.org/10.15557/PIMR.2021.0036
5794,10_3389&FPED_2021_640995,https://doi.org/10.3389/FPED.2021.640995
5795,10_3389&fped_2019_00324,https://doi.org/10.3389/fped.2019.00324
5796,10_1007&5584_2017_75,https://doi.org/10.1007/5584.2017.75
5797,10_1016&j_cbpa_2018_01_003,https://doi.org/10.1016/j.cbpa.2018.01.003
5798,10_5114&pja_2018_76679,https://doi.org/10.5114/pja.2018.76679
5799,10_5114&pja_2018_76680,https://doi.org/10.5114/pja.2018.76680
5800,10_1038&s41598-020-58895-7,https://doi.org/10.1038/s41598-020-58895-7
5801,10_17219&acem&104558,https://doi.org/10.17219/acem/104558
5802,10_1016&j_imbio_2019_10_008,https://doi.org/10.1016/j.imbio.2019.10.008
5803,10_1089&jir_2017_0049,https://doi.org/10.1089/jir.2017.0049
5804,10_1093&gerona&gly105,https://doi.org/10.1093/gerona/gly105
5805,10_1016&j_crvi_2017_06_002,https://doi.org/10.1016/j.crvi.2017.06.002
5806,10_21873&anticanres_12083,https://doi.org/10.21873/anticanres.12083
5807,10_2478&ahp-2018-0029,https://doi.org/10.2478/ahp-2018-0029
5808,10_20452&pamw_4139,https://doi.org/10.20452/pamw.4139
5809,10_1016&j_pjnns_2017_04_004,https://doi.org/10.1016/j.pjnns.2017.04.004
5810,10_1016&j_cbpa_2019_110635,https://doi.org/10.1016/j.cbpa.2019.110635
5811,10_1007&s10695-019-00741-3,https://doi.org/10.1007/s10695-019-00741-3
5812,10_5114&ppn_2019_92484,https://doi.org/10.5114/ppn.2019.92484
5813,10_4467&20843879pr_17_008_7040,https://doi.org/10.4467/20843879pr.17.008.7040
5814,10_12740&pp&76732,https://doi.org/10.12740/pp/76732
5815,10_5604&01_3001_0013_2966,https://doi.org/10.5604/01.3001.0013.2966
5816,10_5114&reum_2019_90825,https://doi.org/10.5114/reum.2019.90825
5817,10_5771&0949-6181-2019-3-466,https://doi.org/10.5771/0949-6181-2019-3-466
5818,10_20964&2019_05_56,https://doi.org/10.20964/2019.05.56
5819,10_1016&j_cbpa_2017_03_005,https://doi.org/10.1016/j.cbpa.2017.03.005
5820,10_1016&j_imbio_2020_151905,https://doi.org/10.1016/j.imbio.2020.151905
5821,10_1016&j_jembe_2020_151433,https://doi.org/10.1016/j.jembe.2020.151433
5822,10_3389&fmars_2020_00610,https://doi.org/10.3389/fmars.2020.00610
5823,10_3390&plants9070872,https://doi.org/10.3390/plants9070872
5824,10_5603&NJO_2020_0047,https://doi.org/10.5603/NJO.2020.0047
5825,10_18290&rpsych_2019_22_3-1,https://doi.org/10.18290/rpsych.2019.22.3-1
5826,10_36145&JHSM_2019_09,https://doi.org/10.36145/JHSM.2019.09
5827,10_26444&aaem&140306,https://doi.org/10.26444/aaem/140306
5828,10_3390&ijms222313167,https://doi.org/10.3390/ijms222313167
5829,10_26444&aaem&140006,https://doi.org/10.26444/aaem/140006
5830,10_1016&j_socec_2017_09_003,https://doi.org/10.1016/j.socec.2017.09.003
5831,10_7206&dec_1733-0092_94,https://doi.org/10.7206/dec.1733-0092.94
5832,10_3389&fpsyg_2017_01844,https://doi.org/10.3389/fpsyg.2017.01844
5833,10_7366&1896180020174204,https://doi.org/10.7366/1896180020174204
5834,10_3389&fpsyg_2020_588910,https://doi.org/10.3389/fpsyg.2020.588910
5835,10_3389&FPSYG_2021_745941,https://doi.org/10.3389/FPSYG.2021.745941
5836,10_1037&DEC0000129,https://doi.org/10.1037/DEC0000129
5837,10_1063&1_5124744,https://doi.org/10.1063/1.5124744
5838,10_13075&mp_5893_00966,https://doi.org/10.13075/mp.5893.00966
5839,10_5114&pson_2017_77298,https://doi.org/10.5114/pson.2017.77298
5840,10_18290&rpsych_2018_21_1-4,https://doi.org/10.18290/rpsych.2018.21.1-4
5841,10_13075&mp_5893_00823,https://doi.org/10.13075/mp.5893.00823
5842,10_5114&hpr_2020_93781,https://doi.org/10.5114/hpr.2020.93781
5843,10_4467&20843879PR_19_021_11727,https://doi.org/10.4467/20843879PR.19.021.11727
5844,10_5114&cipp_2021_106412,https://doi.org/10.5114/cipp.2021.106412
5845,10_3389&fpsyt_2021_772050,https://doi.org/10.3389/fpsyt.2021.772050
5846,10_22211&matwys&0081E,https://doi.org/10.22211/matwys/0081E
5847,10_1111&pops_12313,https://doi.org/10.1111/pops.12313
5848,10_1017&S0140525X16000686,https://doi.org/10.1017/S0140525X16000686
5849,10_1002&ab_21737,https://doi.org/10.1002/ab.21737
5850,10_1017&s0140525x16000686,https://doi.org/10.1017/s0140525x16000686
5851,10_1037&pspa0000183,https://doi.org/10.1037/pspa0000183
5852,10_1111&pops_12670,https://doi.org/10.1111/pops.12670
5853,10_32872&spb_v14i4_2435,https://doi.org/10.32872/spb.v14i4.2435
5854,10_1027&1864-9335&a000410,https://doi.org/10.1027/1864-9335/a000410
5855,10_4119&ijcv-3774,https://doi.org/10.4119/ijcv-3774
5856,10_1037&xge0000791,https://doi.org/10.1037/xge0000791
5857,10_1007&s10447-020-09405-x,https://doi.org/10.1007/s10447-020-09405-x
5858,10_1007&s10879-020-09484-2,https://doi.org/10.1007/s10879-020-09484-2
5859,10_5114&cipp_2020_102598,https://doi.org/10.5114/cipp.2020.102598
5860,10_17169&fqs-21_1_3432,https://doi.org/10.17169/fqs-21.1.3432
5861,10_22432&pjsr_2020_20_19,https://doi.org/10.22432/pjsr.2020.20.19
5862,10_24425&HSM_2021_138890,https://doi.org/10.24425/HSM.2021.138890
5863,10_3390&ani11123499,https://doi.org/10.3390/ani11123499
5864,10_5114&ms_2019_91241,https://doi.org/10.5114/ms.2019.91241
5865,10_1177&1747016120980562,https://doi.org/10.1177/1747016120980562
5866,10_5114&cipp_2017_65847  ,https://doi.org/10.5114/cipp.2017.65847  
5867,10_1080&15402002_2017_1357121,https://doi.org/10.1080/15402002.2017.1357121
5868,10_1007&s40519-018-0617-8,https://doi.org/10.1007/s40519-018-0617-8
5869,10_5114&cipp_2019_82751,https://doi.org/10.5114/cipp.2019.82751
5870,10_5114&cipp_2017_65847,https://doi.org/10.5114/cipp.2017.65847
5871,10_5114&cipp_2020_96086,https://doi.org/10.5114/cipp.2020.96086
5872,10_1016&j_paid_2021_111052,https://doi.org/10.1016/j.paid.2021.111052
5873,10_3389&fpsyg_2019_00694,https://doi.org/10.3389/fpsyg.2019.00694
5874,10_1016&j_cnsns_2021_105697,https://doi.org/10.1016/j.cnsns.2021.105697
5875,10_3389&FPSYT_2021_743870,https://doi.org/10.3389/FPSYT.2021.743870
5876,10_29119&1641-3466_2021_154_25,https://doi.org/10.29119/1641-3466.2021.154.25
5877,10_34766&fetr_v40i4_194,https://doi.org/10.34766/fetr.v40i4.194
5878,10_1186&s12888-018-1984-4,https://doi.org/10.1186/s12888-018-1984-4
5879,10_12740&pp&onlinefirst&73733,https://doi.org/10.12740/pp/onlinefirst/73733
5880,10_12740&pp&onlinefirst&75338,https://doi.org/10.12740/pp/onlinefirst/75338
5881,10_12740&pp&onlinefirst&118601,https://doi.org/10.12740/pp/onlinefirst/118601
5882,10_15557&PiPK_2021_0011,https://doi.org/10.15557/PiPK.2021.0011
5883,10_13075&mp_5893_00640,https://doi.org/10.13075/mp.5893.00640
5884,10_13075&ijomeh_1896_01406,https://doi.org/10.13075/ijomeh.1896.01406
5885,10_13075&mp_5893_00800,https://doi.org/10.13075/mp.5893.00800
5886,10_13075&mp_5893_00664,https://doi.org/10.13075/mp.5893.00664
5887,10_2478&EJES-2018-0036,https://doi.org/10.2478/EJES-2018-0036
5888,10_13075&mp_5893_00779,https://doi.org/10.13075/mp.5893.00779
5889,10_26417&ejes_v4i2_p83-89,https://doi.org/10.26417/ejes.v4i2.p83-89
5890,10_2478&ejes-2018-0053,https://doi.org/10.2478/ejes-2018-0053
5891,10_26417&ejes_v4i2_p35-40,https://doi.org/10.26417/ejes.v4i2.p35-40
5892,10_2478&ejes-2018-0044,https://doi.org/10.2478/ejes-2018-0044
5893,10_3390&su12166569,https://doi.org/10.3390/su12166569
5894,10_1371&journal_pone_0243056,https://doi.org/10.1371/journal.pone.0243056
5895,10_1177&1363460717718511,https://doi.org/10.1177/1363460717718511
5896,10_1177&1363460717718508,https://doi.org/10.1177/1363460717718508
5897,10_24425&122471,https://doi.org/10.24425/122471
5898,10_24425&122472,https://doi.org/10.24425/122472
5899,10_24425&122474,https://doi.org/10.24425/122474
5900,10_24425&122470,https://doi.org/10.24425/122470
5901,10_1177&1350506819887765,https://doi.org/10.1177/1350506819887765
5902,10_34041&ln_v24_582,https://doi.org/10.34041/ln.v24.582
5903,10_24425&122473,https://doi.org/10.24425/122473
5904,10_1080&00918369_2016_1267460,https://doi.org/10.1080/00918369.2016.1267460
5905,10_1177&1360780420972121,https://doi.org/10.1177/1360780420972121
5906,10_1080&0966369X_2020_1854692,https://doi.org/10.1080/0966369X.2020.1854692
5907,10_18778&1733-8069_16_4_09,https://doi.org/10.18778/1733-8069.16.4.09
5908,10_32872&SPB_6525,https://doi.org/10.32872/SPB.6525
5909,10_24425&PPB_2020_135455,https://doi.org/10.24425/PPB.2020.135455
5910,10_3390&VACCINES9080933,https://doi.org/10.3390/VACCINES9080933
5911,10_1016&j_foodres_2021_110752,https://doi.org/10.1016/j.foodres.2021.110752
5912,10_1371&JOURNAL_PONE_0261648,https://doi.org/10.1371/JOURNAL.PONE.0261648
5913,10_1007&s12144-015-9398-7,https://doi.org/10.1007/s12144-015-9398-7
5914,10_12740&pp&onlinefirst&69289,https://doi.org/10.12740/pp/onlinefirst/69289
5915,10_12740&pp&onlinefirst&109823,https://doi.org/10.12740/pp/onlinefirst/109823
5916,10_1016&j_ejpsy_2017_09_004,https://doi.org/10.1016/j.ejpsy.2017.09.004
5917,10_1016&j_ejpsy_2017_09_003,https://doi.org/10.1016/j.ejpsy.2017.09.003
5918,10_1007&s10597-019-00507-4,https://doi.org/10.1007/s10597-019-00507-4
5919,10_1007&s10902-019-00163-1,https://doi.org/10.1007/s10902-019-00163-1
5920,10_1007&s12144-019-00185-1,https://doi.org/10.1007/s12144-019-00185-1
5921,10_1093&eurpub&ckaa165_703,https://doi.org/10.1093/eurpub/ckaa165.703
5922,10_12740&PP&OnlineFirst&69289,https://doi.org/10.12740/PP/OnlineFirst/69289
5923,10_12740&PP&OnlineFirst&109823,https://doi.org/10.12740/PP/OnlineFirst/109823
5924,10_3390&ijerph18041545,https://doi.org/10.3390/ijerph18041545
5925,10_1038&s41598-021-96279-7,https://doi.org/10.1038/s41598-021-96279-7
5926,10_7717&peerj_12376,https://doi.org/10.7717/peerj.12376
5927,10_33963&KP_15935,https://doi.org/10.33963/KP.15935
5928,10_1111&jfpe_13700,https://doi.org/10.1111/jfpe.13700
5929,10_3390&IJMS21051826,https://doi.org/10.3390/IJMS21051826
5930,10_3390&IJMS21249610,https://doi.org/10.3390/IJMS21249610
5931,10_3390&ijms21051826,https://doi.org/10.3390/ijms21051826
5932,10_5604&01_3001_0010_2404,https://doi.org/10.5604/01.3001.0010.2404
5933,10_26444&aaem&102493,https://doi.org/10.26444/aaem/102493
5934,10_15804&tner_2018_53_3_24,https://doi.org/10.15804/tner.2018.53.3.24
5935,10_15199&67_2017_10_20,https://doi.org/10.15199/67.2017.10.20
5936,10_15584&ejcem_2019_1_5,https://doi.org/10.15584/ejcem.2019.1.5
5937,10_34698&sl_19_2020_09,https://doi.org/10.34698/sl.19.2020.09
5938,10_5114&cipp_2021_110851,https://doi.org/10.5114/cipp.2021.110851
5939,10_1080&17405629_2017_1292906,https://doi.org/10.1080/17405629.2017.1292906
5940,10_1007&s10964-019-01041-y,https://doi.org/10.1007/s10964-019-01041-y
5941,10_1080&17405629_2017_1406850,https://doi.org/10.1080/17405629.2017.1406850
5942,10_1016&j_infbeh_2017_10_004,https://doi.org/10.1016/j.infbeh.2017.10.004
5943,10_1044&2016_jslhr-l-15-0385,https://doi.org/10.1044/2016.jslhr-l-15-0385
5944,10_1044&2019_jslhr-l-18-0230,https://doi.org/10.1044/2019.jslhr-l-18-0230
5945,10_1177&0272431620919164,https://doi.org/10.1177/0272431620919164
5946,10_1111&JORA_12630,https://doi.org/10.1111/JORA.12630
5947,10_1016&J_ADOLESCENCE_2021_10_001,https://doi.org/10.1016/J.ADOLESCENCE.2021.10.001
5948,10_34766&fetr_v2i38_64,https://doi.org/10.34766/fetr.v2i38.64
5949,10_3390&nu13061840,https://doi.org/10.3390/nu13061840
5950,10_3390&nu13113893,https://doi.org/10.3390/nu13113893
5951,10_1080&07420528_2020_1867157,https://doi.org/10.1080/07420528.2020.1867157
5952,10_1016&j_paid_2020_109993,https://doi.org/10.1016/j.paid.2020.109993
5953,10_1140&epjc&s10052-021-09761-x,https://doi.org/10.1140/epjc/s10052-021-09761-x
5954,10_1007&JHEP11(2021)118,https://doi.org/10.1007/JHEP11(2021)118
5955,10_1007&JHEP11(2021)169,https://doi.org/10.1007/JHEP11(2021)169
5956,10_1007&JHEP11(2021)209,https://doi.org/10.1007/JHEP11(2021)209
5957,10_1140&epjc&s10052-021-09775-5,https://doi.org/10.1140/epjc/s10052-021-09775-5
5958,10_1007&JHEP11(2021)229,https://doi.org/10.1007/JHEP11(2021)229
5959,10_1007&JHEP12(2021)131,https://doi.org/10.1007/JHEP12(2021)131
5960,10_22630&AAS_2018_57_2_19,https://doi.org/10.22630/AAS.2018.57.2.19
5961,10_1515&boku-2017-0008,https://doi.org/10.1515/boku-2017-0008
5962,10_3390&su11071824,https://doi.org/10.3390/su11071824
5963,10_21272&mmi_2018_4-32,https://doi.org/10.21272/mmi.2018.4-32
5964,10_12845&bitp_49_1_2018_1,https://doi.org/10.12845/bitp.49.1.2018.1
5965,10_3389&fpsyg_2018_02132,https://doi.org/10.3389/fpsyg.2018.02132
5966,10_1080&13880209_2019_1569696,https://doi.org/10.1080/13880209.2019.1569696
5967,10_1080&15440478_2018_1558152,https://doi.org/10.1080/15440478.2018.1558152
5968,10_1186&s12885-020-06790-9,https://doi.org/10.1186/s12885-020-06790-9
5969,10_3390&nu13114089,https://doi.org/10.3390/nu13114089
5970,10_1080&10447318_2019_1655905,https://doi.org/10.1080/10447318.2019.1655905
5971,10_3389&FPSYG_2020_01252,https://doi.org/10.3389/FPSYG.2020.01252
5972,10_1007&S10055-020-00454-6,https://doi.org/10.1007/S10055-020-00454-6
5973,10_3390&NU13103585,https://doi.org/10.3390/NU13103585
5974,10_3390&NU13051683,https://doi.org/10.3390/NU13051683
5975,10_3390&GENES12122008,https://doi.org/10.3390/GENES12122008
5976,10_1371&JOURNAL_PONE_0261507,https://doi.org/10.1371/JOURNAL.PONE.0261507
5977,10_31648&PP_7327,https://doi.org/10.31648/PP.7327
5978,10_1080&24721840_2018_1486195,https://doi.org/10.1080/24721840.2018.1486195
5979,10_1007&s10111-018-0534-7,https://doi.org/10.1007/s10111-018-0534-7
5980,10_3357&AMHP_5153_2018,https://doi.org/10.3357/AMHP.5153.2018
5981,10_3357&AMHP_5277_2019,https://doi.org/10.3357/AMHP.5277.2019
5982,10_1177&0301006619861882,https://doi.org/10.1177/0301006619861882
5983,10_3357&amhp_5277_2019,https://doi.org/10.3357/amhp.5277.2019
5984,10_5709&acp-0259-4,https://doi.org/10.5709/acp-0259-4
5985,10_1016&j_actpsy_2019_102946,https://doi.org/10.1016/j.actpsy.2019.102946
5986,10_1089&cyber_2018_0014,https://doi.org/10.1089/cyber.2018.0014
5987,10_3389&fnhum_2018_00320,https://doi.org/10.3389/fnhum.2018.00320
5988,10_1016&j_bandc_2020_105661,https://doi.org/10.1016/j.bandc.2020.105661
5989,10_5114&hpr_2019_84214,https://doi.org/10.5114/hpr.2019.84214
5990,10_5281&zenodo_5005149,https://doi.org/10.5281/zenodo.5005149
5991,10_1007&s12144-018-0114-2,https://doi.org/10.1007/s12144-018-0114-2
5992,10_1080&15298868_2018_1483964,https://doi.org/10.1080/15298868.2018.1483964
5993,10_12740&pp&onlinefirst&86477,https://doi.org/10.12740/pp/onlinefirst/86477
5994,10_12740&pp&onlinefirst&86478,https://doi.org/10.12740/pp/onlinefirst/86478
5995,10_1002&per_2206,https://doi.org/10.1002/per.2206
5996,10_21827&ijpp_5_35594,https://doi.org/10.21827/ijpp.5.35594
5997,10_21697&sp_2017_17_2_05,https://doi.org/10.21697/sp.2017.17.2.05
5998,10_18290&rpsych_2017_20_2-6pl,https://doi.org/10.18290/rpsych.2017.20.2-6pl
5999,10_18290&rpsych_2017_20_2-6en,https://doi.org/10.18290/rpsych.2017.20.2-6en
6000,10_1016&j_jrp_2016_12_002,https://doi.org/10.1016/j.jrp.2016.12.002
6001,10_1007&s12144-018-9892-9,https://doi.org/10.1007/s12144-018-9892-9
6002,10_3389&fpsyg_2020_552740,https://doi.org/10.3389/fpsyg.2020.552740
