,Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID,author_id
5053,294,294,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1002/ejsp.2638,Too great to act in solidarity: The negative relationship between collective narcissism and solidarity‐based collective action,2020-04,European Journal of Social Psychology,Oliwia_Maciantowicz_4,10-1002_ejsp-2638,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5054,295,295,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1080/15298868.2020.1751694,Emotional experiences in vulnerable and grandiose narcissism: Anger and mood in neutral and anger evoking situations,2020-04-24,Self and Identity,Oliwia_Maciantowicz_5,10-1080_15298868-2020-1751694,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5055,296,296,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1007/s12144-019-00504-6,The relationship of narcissism with tendency to react with anger and hostility: The roles of neuroticism and emotion regulation ability,2019-11-08,Current Psychology,Oliwia_Maciantowicz_6,10-1007_s12144-019-00504-6,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5056,297,297,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1080/00207284.2019.1653189,Cognitive-Behavioral (CBT) and Psychodynamic (PDT) Group Psychotherapy and Their Impact on Depressive Symptoms and Hostile Attributions,2019-09-10,International Journal of Group Psychotherapy,Oliwia_Maciantowicz_7,10-1080_00207284-2019-1653189,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5057,298,298,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1007/s12144-018-0098-y,"Correction to: Is narcissistic anger fueled by neuroticism? The relationship between grandiose and vulnerable narcissism, neuroticism, and trait anger",2018,Current Psychology,Oliwia_Maciantowicz_8,10-1007_s12144-018-0098-y,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5058,299,299,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,empty,"Empowered and satisfied: relationship between empowerment, temporal life satisfaction and time perspective",2018,Československá psychologie,Oliwia_Maciantowicz_9,3.33713425721493E+018,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5059,300,300,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.3389/fpsyg.2018.01606,Vulnerable and grandiose narcissism are differentially associated with ability and trait emotional intelligence,2018,Frontiers in Psychology,Oliwia_Maciantowicz_10,10-3389_fpsyg-2018-01606,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5060,301,301,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.3389/fpsyg.2018.02392,Corrigendum: Vulnerable and Grandiose Narcissism Are Differentially Associated With Ability and Trait Emotional Intelligence,2018-11,Frontiers in Psychology,Oliwia_Maciantowicz_11,10-3389_fpsyg-2018-02392,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5061,302,302,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,empty,Narcyzm a satysfakcja z życia: pośrednicząca rola neurotyczności i ekstrawersji. ,2017,Psychologia-Etologia-Genetyka,Oliwia_Maciantowicz_12,9.93580669042075E+017,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5062,303,303,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,empty,"Relationship between grandiose and vulnerable narcissism and type of committed crime in population of polish prisoners,Relacja narcyzmu wielkościowego i wrażliwego z typem popełnionego przestępstwa pośród osadzonych w polskich zakładach karnych",2017,Psychiatria,Oliwia_Maciantowicz_13,2.4212490145512E+018,3B2C3712E84F3D6F7CBF4EF88F2C066F4E733D73
5063,304,304,Aneta Miękisz,https://orcid.org/0000-0003-3837-2291,https://doi.org/10.1007/s10639-021-10559-3,Remote learning among students with and without reading difficulties during the initial stages of the COVID-19 pandemic,2021-11-24,Education and Information Technologies,Aneta_Miękisz_1,10-1007_s10639-021-10559-3,CC18BC894F5A7E17EFCA94A8CDEB731857DE8C4E
5064,305,305,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.3390/ijerph182010684,"Symptoms of Autism, Comorbid Mental Health Conditions and Challenging Behaviors among Toddlers with Down Syndrome at Low Risk for ASD—Characterization Using the BISCUIT—Parts 1–3",2021-10-12,International Journal of Environmental Research and Public Health,Alicja_Magdalena_Niedźwiecka_1,10-3390_ijerph182010684,135A584F275B524A6F6FC786D7651638B5535245
5065,306,306,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1007/s12144-021-01682-y,"Eye contact effect: The role of vagal regulation and reactivity, and self-regulation of attention",2021-04,Current Psychology,Alicja_Magdalena_Niedźwiecka_2,10-1007_s12144-021-01682-y,135A584F275B524A6F6FC786D7651638B5535245
5066,307,307,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1017/s030500092100012x,Silence matters: The role of pauses during dyadic maternal and paternal vocal interactions with preterm and full-term infants,2021-04-14,Journal of Child Language,Alicja_Magdalena_Niedźwiecka_3,10-1017_s030500092100012x,135A584F275B524A6F6FC786D7651638B5535245
5067,308,308,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1016/j.infbeh.2020.101521,Parent-child interaction during the first year of life in infants at elevated likelihood of autism spectrum disorder,2021-02,Infant Behavior and Development,Alicja_Magdalena_Niedźwiecka_4,10-1016_j-infbeh-2020-101521,135A584F275B524A6F6FC786D7651638B5535245
5068,309,309,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1111/cdep.12361,Look Me in the Eyes: Mechanisms Underlying the Eye Contact Effect,2020-04-27,Child Development Perspectives,Alicja_Magdalena_Niedźwiecka_5,10-1111_cdep-12361,135A584F275B524A6F6FC786D7651638B5535245
5069,310,310,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1080/17405629.2019.1676715,Sensory processing in toddlers with autism spectrum disorders,2019-10-18,European Journal of Developmental Psychology,Alicja_Magdalena_Niedźwiecka_6,10-1080_17405629-2019-1676715,135A584F275B524A6F6FC786D7651638B5535245
5070,311,311,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,empty,Kompetencje dzieci głuchych w posługiwaniu się językiem migowym - metody oceny i jej kliniczne znaczenie,2018,Edukacja,Alicja_Magdalena_Niedźwiecka_7,-3.40515628524182E+018,135A584F275B524A6F6FC786D7651638B5535245
5071,312,312,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.3389/fpsyg.2017.02228,Combining Recurrence Analysis and Automatic Movement Extraction from Video Recordings to Study Behavioral Coupling in Face-to-Face Parent-Child Interactions,2017,Frontiers in Psychology,Alicja_Magdalena_Niedźwiecka_8,10-3389_fpsyg-2017-02228,135A584F275B524A6F6FC786D7651638B5535245
5072,313,313,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1016/j.infbeh.2017.04.007,Chaotic home environment is associated with reduced infant processing speed under high task demands,2017-05,Infant Behavior and Development,Alicja_Magdalena_Niedźwiecka_9,10-1016_j-infbeh-2017-04-007,135A584F275B524A6F6FC786D7651638B5535245
5073,314,314,Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1111/cdev.12830,Mutual Gaze During Early Mother–Infant Interactions Promotes Attention Control Development,2017-05-16,Child Development,Alicja_Magdalena_Niedźwiecka_10,10-1111_cdev-12830,135A584F275B524A6F6FC786D7651638B5535245
5074,315,315,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.comppsych.2020.152222,Generalized anxiety and depressive symptoms in various age groups during the COVID-19 lockdown in Poland. Specific predictors and differences in symptoms severity,2021,Comprehensive Psychiatry,Tomasz_Sebastian_Oleksy_1,10-1016_j-comppsych-2020-152222,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5075,316,316,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.jenvp.2021.101600,The way we perceive a place implies who can live there: Essentialisation of place and attitudes towards diversity,2021,Journal of Environmental Psychology,Tomasz_Sebastian_Oleksy_2,10-1016_j-jenvp-2021-101600,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5076,317,317,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.chb.2021.106938,Prosociality and endorsement of liberty: Communal and individual predictors of attitudes towards surveillance technologies,2021-12,Computers in Human Behavior,Tomasz_Sebastian_Oleksy_3,10-1016_j-chb-2021-106938,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5077,318,318,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.socscimed.2021.114028,Dynamic relationships between different types of conspiracy theories about COVID-19 and protective behaviour: A four-wave panel study in Poland,2021-07,Social Science & Medicine,Tomasz_Sebastian_Oleksy_4,10-1016_j-socscimed-2021-114028,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5078,319,319,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.paid.2020.110289,Content matters. Different predictors and social consequences of general and government-related conspiracy theories on COVID-19,2021-01,Personality and Individual Differences,Tomasz_Sebastian_Oleksy_5,10-1016_j-paid-2020-110289,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5079,320,320,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1371/journal.pone.0238973,"The acceptance of Covid-19 tracking technologies: The role of perceived threat, lack of control, and ideological beliefs",2020-09-11,PLOS ONE,Tomasz_Sebastian_Oleksy_6,10-1371_journal-pone-0238973,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5080,321,321,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1371/journal.pone.0233036,Do negative emotions in social advertising really work? Confrontation of classic vs. EEG reaction toward advertising that promotes safe driving,2020-05-15,PLOS ONE,Tomasz_Sebastian_Oleksy_7,10-1371_journal-pone-0233036,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5081,322,322,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.32872/spb.v14i2.33906, Attitudes towards places associated with communism: The role of place attachment and interest in place history,2019,Social Psychological Bulletin,Tomasz_Sebastian_Oleksy_8,10-32872_spb-v14i2-33906,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5082,323,323,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1007/s12144-019-00310-0,A cognitively-gated place? The role of need for closure in a biased perception of the place’s past,2019,CURRENT PSYCHOLOGY,Tomasz_Sebastian_Oleksy_9,10-1007_s12144-019-00310-0,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5083,324,324,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.jenvp.2019.101318,On the essentialism of places : between conservative and progressive meanings.,2019,Journal of Environmental Psychology,Tomasz_Sebastian_Oleksy_10,10-1016_j-jenvp-2019-101318,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5084,325,325,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.chb.2017.06.008,Catch them all and increase your place attachment! The role of location-based augmented reality games in changing people - place relations,2017,COMPUTERS IN HUMAN BEHAVIOR,Tomasz_Sebastian_Oleksy_11,10-1016_j-chb-2017-06-008,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5085,326,326,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.3389/fnhum.2017.00401,Neural Signatures of Rational and Heuristic Choice Strategies: A Single Trial ERP Analysis,2017,Frontiers in Human Neuroscience,Tomasz_Sebastian_Oleksy_12,10-3389_fnhum-2017-00401,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5086,327,327,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,empty,Patterns of brain and cardiovascular activation while solving rule-discovery and rule-application numeric tasks,2017,International Journal of Psychophysiology,Tomasz_Sebastian_Oleksy_13,3.39614304209746E+018,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5087,328,328,Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.ijpsycho.2017.04.006.,Patterns of brain and cardiovascular activation while solving rule-discovery and rule-application numeric tasks,2017,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,Tomasz_Sebastian_Oleksy_14,10-1016_j-ijpsycho-2017-04-006-,6B75FFF5E53E66CB0BD1C1155430C535E2FBD0B5
5088,329,329,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1371/journal.pone.0255750,Anxious temperament and cyberchondria as mediated by fear of COVID-19 infection: A cross-sectional study,2021,PLoS ONE,Włodzimierz_Oniszczenko_1,10-1371_journal-pone-0255750,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5089,330,330,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2021.106139,The association between BIS/BAS and fear of COVID-19 infection among women,2021,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_2,10-5114_cipp-2021-106139,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5090,331,331,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1371/journal.pone.0232725,Affective temperaments and meteoropathy among women: A cross-sectional study,2020,PLoS One,Włodzimierz_Oniszczenko_3,10-1371_journal-pone-0232725,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5091,332,332,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2020.96086,Affective temperaments and procrastination as mediated by emotional reactivity in a nonclinical adult sample,2020,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_4,10-5114_cipp-2020-96086,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5092,333,333,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/14789949.2020.1799055,Anxious temperament and mood as mediated by insomnia symptoms among male prisoners: a cross-sectional study,2020,Journal of Forensic Psychiatry & Psychology,Włodzimierz_Oniszczenko_5,10-1080_14789949-2020-1799055,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5093,334,334,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2020.101186,Meteorosensitivity as a mediator between affective temperaments and insomnia among women,2020,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_6,10-5114_cipp-2020-101186,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5094,335,335,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1371/journal.pone.0241817,Personality profiles and meteoropathy intensity: A comparative study between young and older adults,2020,PLoS One,Włodzimierz_Oniszczenko_7,10-1371_journal-pone-0241817,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5095,336,336,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/15402002.2017.1357121,"Affective Temperaments, Mood and Insomnia Symptoms in a Non-Clinical Sample",2019,Behavioral Sleep Medicine,Włodzimierz_Oniszczenko_8,10-1080_15402002-2017-1357121,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5096,337,337,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s40519-018-0617-8,Association between sex and body mass index as mediated by temperament in a nonclinical adult sample,2019,Eating and Weight Disorders,Włodzimierz_Oniszczenko_9,10-1007_s40519-018-0617-8,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5097,338,338,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2019.82751,Five-factor personality model versus affective temperaments: a study in a nonclinical Polish sample,2019,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_10,10-5114_cipp-2019-82751,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5098,339,339,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s10943-018-0615-1,"Religious fundamentalism, satisfaction with life and posttraumatic stress symptoms intensity in a Polish sample of people living with HIV/AIDS",2019,Journal of Religion and Health,Włodzimierz_Oniszczenko_11,10-1007_s10943-018-0615-1,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5099,340,340,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s10902-017-9925-3,"Satisfaction with life, Big-Five personality traits and posttraumatic growth among people living with HIV",2019,Journal of Happiness Studies,Włodzimierz_Oniszczenko_12,10-1007_s10902-017-9925-3,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5100,341,341,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.13075/ijomeh.1896.01392,"Sex, affective temperaments and information stress",2019,International Journal of Occupational Medicine and Environmental Health,Włodzimierz_Oniszczenko_13,10-13075_ijomeh-1896-01392,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5101,342,342,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1016/j.paid.2018.05.016,Mental health and BIS/BAS dimensions in Parkinson's disease and multiple sclerosis patients and in stroke survivors,2018,Personality and Individual Differences,Włodzimierz_Oniszczenko_14,10-1016_j-paid-2018-05-016,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5102,343,343,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/03630242.2016.1206057,Gender differences in posttraumatic stress symptoms and social support in a sample of HIV-positive individuals,2017,Women & Health,Włodzimierz_Oniszczenko_15,10-1080_03630242-2016-1206057,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5103,344,344,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.14656/pfp20170101,Genetyka zachowania: co wnosi do wiedzy o człowieku?,2017,POLSKIE FORUM PSYCHOLOGICZNE,Włodzimierz_Oniszczenko_16,10-14656_pfp20170101,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5104,345,345,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2017.65847,"Regulative Theory of Temperament versus affective temperaments measured by the Temperament Evaluation of Memphis, Pisa, Paris and San Diego Auto-Questionnaire (TEMPS-A): A study in a non-clinical Polish sample.",2017,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_17,10-5114_cipp-2017-65847,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5105,346,346,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s10865-017-9861-z,"Social support, stress coping strategies, resilience and posttraumatic growth in a Polish sample of HIV+ individuals: results of a one year longitudinal study",2017,Journal of Behavioral Medicine,Włodzimierz_Oniszczenko_18,10-1007_s10865-017-9861-z,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5106,347,347,Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/13548506.2017.1280174,"Stress coping strategies, spirituality, social support and posttraumatic growth in a Polish sample of rheumatoid arthritis patients",2017,"Psychology, Health and Medicine",Włodzimierz_Oniszczenko_19,10-1080_13548506-2017-1280174,E716DCAE8C1FA4FDFC3525EDC3B22E51AB2E6E10
5107,348,348,Albertyna Wanda Osińska,https://orcid.org/0000-0002-2174-9729,https://doi.org/10.5334/gjgl.413,Case/agreement matching: Evidence for a cognitive bias,2018-08-20,Glossa: a journal of general linguistics,Albertyna_Wanda_Osińska_1,10-5334_gjgl-413,699C2A651DDA484CBC9FD0517FD43D0A8B4B38FE
5108,349,349,Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1002/bdm.2227,Social discounting: The effects of manipulating construal level and distance to socially closer person,2021-01-19,Journal of Behavioral Decision Making,Jerzy_Tomasz_Osiński_1,10-1002_bdm-2227,7627DDEDD1606A36CF2CD0932C02B0B1B580C8A2
5109,350,350,Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1561/105.00000114,"Social Discounting: Preference
Reversals and Links with Temporal
Discounting",2020-03-25,Review of Behavioral Economics,Jerzy_Tomasz_Osiński_2,10-1561_105-00000114,7627DDEDD1606A36CF2CD0932C02B0B1B580C8A2
5110,351,351,Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,empty,"Behaviour as direct measure of animal welfare – the effect of strain, social stressors and stroboscopic illumination on rat (Rattus norvegicus) behaviour under high-versus low-anxiety conditions",2019,Animal Science Papers and Reports,Jerzy_Tomasz_Osiński_3,-3.02678892830072E+017,7627DDEDD1606A36CF2CD0932C02B0B1B580C8A2
5111,352,352,Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1371/journal.pone.0170387,Delaying rewards has greater effect on altruism when the beneficiary is socially distant,2017,PLoS ONE,Jerzy_Tomasz_Osiński_4,10-1371_journal-pone-0170387,7627DDEDD1606A36CF2CD0932C02B0B1B580C8A2
5112,353,353,Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1515/ppb-2017-0049,The relationship between self-control and altruism in the light of discounting literature,2017,Polish Psychological Bulletin,Jerzy_Tomasz_Osiński_5,10-1515_ppb-2017-0049,7627DDEDD1606A36CF2CD0932C02B0B1B580C8A2
5113,354,354,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1080/20008198.2021.1940760,"COVID-19 Unmasked Global Collaboration Protocol: longitudinal cohort study examining mental health of young children and caregivers during the pandemic,COVID-19 Unmasked全球合作协议:考查疫情期间幼儿和看护人心理健康的纵向队列研究,Protocolo de colaboración global COVID-19 desenmascarado: estudio de cohorte longitudinal que examina la salud mental de niños pequeños y cuidadores durante la pandemia",2021,European Journal of Psychotraumatology,Ewa_Agnieszka_Pisula_41,10-1080_20008198-2021-1940760,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5114,355,355,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1016/j.rasd.2020.101716,Friendship understanding in males and females on the autism spectrum and their typically developing peers,2021,Research in Autism Spectrum Disorders,Ewa_Agnieszka_Pisula_1,10-1016_j-rasd-2020-101716,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5115,356,356,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1108/amhid-02-2021-0010,Impressions about people with intellectual disability of polish high school students who participated in a workshop led by self-advocates,2021,Advances in Mental Health and Intellectual Disabilities,Ewa_Agnieszka_Pisula_42,10-1108_amhid-02-2021-0010,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5116,357,357,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1017/s0033291721005420,Pandemic trajectories of depressive and anxiety symptoms and their predictors: Five-wave study during the COVID-19 pandemic in Poland,2021,Psychological Medicine,Ewa_Agnieszka_Pisula_43,10-1017_s0033291721005420,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5117,358,358,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.17583/qre.2021.6063,Self-advocates with intellectual disability about their work as social educators - a qualitative Polish study,2021,Qualitative Research in Education,Ewa_Agnieszka_Pisula_2,10-17583_qre-2021-6063,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5118,359,359,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.3390/ijerph182010684,"Symptoms of autism, comorbid mental health conditions and challenging behaviors among toddlers with down syndrome at low risk for asd—characterization using the biscuit—parts 1–3",2021,International Journal of Environmental Research and Public Health,Ewa_Agnieszka_Pisula_44,10-3390_ijerph182010684,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5119,360,360,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.3389/fpsyt.2021.614361,"The Role of Illness-Related Beliefs in Depressive, Anxiety, and Anger Symptoms: An On-line Survey in Women With Hypothyroidism",2021,Frontiers in Psychiatry,Ewa_Agnieszka_Pisula_3,10-3389_fpsyt-2021-614361,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5120,361,361,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1007/s10803-019-04303-7,"Correction to: Early Detection, Diagnosis and Intervention Services for Young Children with Autism Spectrum Disorder in the European Union (ASDEU): Family and Professional Perspectives (Journal of Autism and Developmental Disorders, (2020), 50, 9, (3380-3394), 10.1007/s10803-019-04253-0)",2020,Journal of Autism and Developmental Disorders,Ewa_Agnieszka_Pisula_45,10-1007_s10803-019-04303-7,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5121,362,362,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1016/j.rasd.2020.101602,Correlations between temperament and autistic trait measures – Quantitative or qualitative differences between children with and without autism spectrum disorders?,2020,Research in Autism Spectrum Disorders,Ewa_Agnieszka_Pisula_4,10-1016_j-rasd-2020-101602,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5122,363,363,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1007/s10803-019-04253-0,"Early Detection, Diagnosis and Intervention Services for Young Children with Autism Spectrum Disorder in the European Union (ASDEU): Family and Professional Perspectives",2020,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,Ewa_Agnieszka_Pisula_5,10-1007_s10803-019-04253-0,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5123,364,364,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1111/jir.12681,Empowerment in Polish fathers of children with autism and Down syndrome: the role of social support and coping Q1 with stress – a preliminary report,2020,Journal of Intellectual Disability Research,Ewa_Agnieszka_Pisula_6,10-1111_jir-12681,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5124,365,365,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1007/s10803-019-04266-9,"Gluten-Free Diet in Children with Autism Spectrum Disorders: A Randomized, Controlled, Single-Blinded Trial",2020,Journal of Autism and Developmental Disorders,Ewa_Agnieszka_Pisula_7,10-1007_s10803-019-04266-9,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
5125,366,366,Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1080/20473869.2020.1797450,Parental stress and symptoms of depression: a preliminary report,2020,International Journal of Developmental Disabilities,Ewa_Agnieszka_Pisula_8,10-1080_20473869-2020-1797450,8D422AB9543FE9FEC73C1ED7FCC797E6E7588F7F
